id,id_2,is_complete
1030006,1030056,False
1030006,1030058,False
1030006,1030060,False
1030006,1030062,False
1030006,1030064,False
1030006,1030066,False
1030006,1030068,False
1030006,1030070,False
1030006,1030072,False
1030006,1030074,False
1030006,1030076,False
1030006,1030078,False
1030006,1030080,False
1030006,1031002,False
1030006,1031004,False
1030006,1031006,False
1030006,1031008,False
1030006,1031010,False
1030006,1031012,False
1030006,1031014,False
1030006,1031016,False
1030006,1031018,False
1030006,1031020,False
1030006,1031022,False
1030006,1031024,False
1030006,1031026,False
1030006,1031028,False
1030006,1031030,False
1030006,1031032,False
1030008,-1,False
1030008,1030000,False
1030008,1030002,False
1030008,1030004,False
1030008,1030006,False
1030008,1030010,False
1030008,1030012,False
1030008,1030014,False
1030008,1030016,False
1030008,1030018,False
1030008,1030020,False
1030008,1030022,False
1030008,1030024,False
1030008,1030026,False
1030008,1030028,False
1030008,1030030,False
1030008,1030032,False
1030008,1030034,False
1030008,1030036,False
1030008,1030040,False
1030008,1030042,False
1030008,1030044,False
1030008,1030046,False
1030008,1030048,False
1030008,1030050,False
1030008,1030052,False
1030008,1030054,False
1030008,1030056,False
1030008,1030058,False
1030008,1030060,False
1030008,1030062,False
1030008,1030064,False
1030008,1030066,False
1030008,1030068,False
1030008,1030070,False
1030008,1030072,False
1030008,1030074,False
1030008,1030076,False
1030008,1030078,False
1030008,1030080,False
1030008,1031002,False
1030008,1031004,False
1030008,1031006,False
1030008,1031008,False
1030008,1031010,False
1030008,1031012,False
1030008,1031014,False
1030008,1031016,False
1030008,1031018,False
1030008,1031020,False
1030008,1031022,False
1030008,1031024,False
1030008,1031026,False
1030008,1031028,False
1030008,1031030,False
1030008,1031032,False
1030010,-1,False
1030010,1030000,False
1030010,1030002,False
1030010,1030004,False
1030010,1030006,False
1030010,1030008,False
1030010,1030012,False
1030010,1030014,False
1030010,1030016,False
1030010,1030018,False
1030010,1030020,False
1030010,1030022,False
1030010,1030024,False
1030010,1030026,False
1030010,1030028,False
1030010,1030030,False
1030010,1030032,False
1030010,1030034,False
1030010,1030036,False
1030010,1030040,False
1030010,1030042,False
1030010,1030044,False
1030010,1030046,False
1030010,1030048,False
1030010,1030050,False
1030010,1030052,False
1030010,1030054,False
1030010,1030056,False
1030010,1030058,False
1030010,1030060,False
1030010,1030062,False
1030010,1030064,False
1030010,1030066,False
1030010,1030068,False
1030010,1030070,False
1030010,1030072,False
1030010,1030074,False
1030010,1030076,False
1030010,1030078,False
1030010,1030080,False
1030010,1031002,False
1030010,1031004,False
1030010,1031006,False
1030010,1031008,False
1030010,1031010,False
1030010,1031012,False
1030010,1031014,False
1030010,1031016,False
1030010,1031018,False
1030010,1031020,False
1030010,1031022,False
1030010,1031024,False
1030010,1031026,False
1030010,1031028,False
1030010,1031030,False
1030010,1031032,False
1030012,-1,False
1030012,1030000,False
1030012,1030002,False
1030012,1030004,False
1030012,1030006,False
1030012,1030008,False
1030012,1030010,False
1030012,1030014,False
1030012,1030016,False
1030012,1030018,False
1030012,1030020,False
1030012,1030022,False
1030012,1030024,False
1030012,1030026,False
1030012,1030028,False
1030012,1030030,False
1030012,1030032,False
1030012,1030034,False
1030012,1030036,False
1030012,1030040,False
1030012,1030042,False
1030012,1030044,False
1030012,1030046,False
1030012,1030048,False
1030012,1030050,False
1030012,1030052,False
1030012,1030054,False
1030012,1030056,False
1030012,1030058,False
1030012,1030060,False
1030012,1030062,False
1030012,1030064,False
1030012,1030066,False
1030012,1030068,False
1030012,1030070,False
1030012,1030072,False
1030012,1030074,False
1030012,1030076,False
1030012,1030078,False
1030012,1030080,False
1030012,1031002,False
1030012,1031004,False
1030012,1031006,False
1030012,1031008,False
1030012,1031010,False
1030012,1031012,False
1030012,1031014,False
1030012,1031016,False
1030012,1031018,False
1030012,1031020,False
1030012,1031022,False
1030012,1031024,False
1030012,1031026,False
1030012,1031028,False
1030012,1031030,False
1030012,1031032,False
1030014,-1,False
1030014,1030000,False
1030014,1030002,False
1030014,1030004,False
1030014,1030006,False
1030014,1030008,False
1030014,1030010,False
1030014,1030012,False
1030014,1030016,False
1030014,1030018,False
1030014,1030020,False
1030014,1030022,False
1030014,1030024,False
1030014,1030026,False
1030014,1030028,False
1030014,1030030,False
1030014,1030032,False
1030014,1030034,False
1030014,1030036,False
1030014,1030040,False
1030014,1030042,False
1030014,1030044,False
1030014,1030046,False
1030014,1030048,False
1030014,1030050,False
1030014,1030052,False
1030014,1030054,False
1030014,1030056,False
1030014,1030058,False
1030014,1030060,False
1030014,1030062,False
1030014,1030064,False
1030014,1030066,False
1030014,1030068,False
1030014,1030070,False
1030014,1030072,False
1030014,1030074,False
1030014,1030076,False
1030014,1030078,False
1030014,1030080,False
1030014,1031002,False
1030014,1031004,False
1030014,1031006,False
1030014,1031008,False
1030014,1031010,False
1030014,1031012,False
1030014,1031014,False
1030014,1031016,False
1030014,1031018,False
1030014,1031020,False
1030014,1031022,False
1030014,1031024,False
1030014,1031026,False
1030014,1031028,False
1030014,1031030,False
1030014,1031032,False
1030016,-1,False
1030016,1030000,False
1030016,1030002,False
1030016,1030004,False
1030016,1030006,False
1030016,1030008,False
1030016,1030010,False
1030016,1030012,False
1030016,1030014,False
1030016,1030018,False
1030016,1030020,False
1030016,1030022,False
1030016,1030024,False
1030016,1030026,False
1030016,1030028,False
1030016,1030030,False
1030016,1030032,False
1030016,1030034,False
1030016,1030036,False
1030016,1030040,False
1030016,1030042,False
1030016,1030044,False
1030016,1030046,False
1030016,1030048,False
1030016,1030050,False
1030016,1030052,False
1030016,1030054,False
1030016,1030056,False
1030016,1030058,False
1030016,1030060,False
1030016,1030062,False
1030016,1030064,False
1030016,1030066,False
1030016,1030068,False
1030016,1030070,False
1030016,1030072,False
1030016,1030074,False
1030016,1030076,False
1030016,1030078,False
1030016,1030080,False
1030016,1031002,False
1030016,1031004,False
1030016,1031006,False
1030016,1031008,False
1030016,1031010,False
1030016,1031012,False
1030016,1031014,False
1030016,1031016,False
1030016,1031018,False
1030016,1031020,False
1030016,1031022,False
1030016,1031024,False
1030016,1031026,False
1030016,1031028,False
1030016,1031030,False
1030016,1031032,False
1030018,-1,False
1030018,1030000,False
1030018,1030002,False
1030018,1030004,False
1030018,1030006,False
1030018,1030008,False
1030018,1030010,False
1030018,1030012,False
1030018,1030014,False
1030018,1030016,False
1030018,1030020,False
1030018,1030022,False
1030018,1030024,False
1030018,1030026,False
1030018,1030028,False
1030018,1030030,False
1030018,1030032,False
1030018,1030034,False
1030018,1030036,False
1030018,1030040,False
1030018,1030042,False
1030018,1030044,False
1030018,1030046,False
1030018,1030048,False
1030018,1030050,False
1030018,1030052,False
1030018,1030054,False
1030018,1030056,False
1030018,1030058,False
1030018,1030060,False
1030018,1030062,False
1030018,1030064,False
1030018,1030066,False
1030018,1030068,False
1030018,1030070,False
1030018,1030072,False
1030018,1030074,False
1030018,1030076,False
1030018,1030078,False
1030018,1030080,False
1030018,1031002,False
1030018,1031004,False
1030018,1031006,False
1030018,1031008,False
1030018,1031010,False
1030018,1031012,False
1030018,1031014,False
1030018,1031016,False
1030018,1031018,False
1030018,1031020,False
1030018,1031022,False
1030018,1031024,False
1030018,1031026,False
1030018,1031028,False
1030018,1031030,False
1030018,1031032,False
1030020,-1,False
1030020,1030000,False
1030020,1030002,False
1030020,1030004,False
1030020,1030006,False
1030020,1030008,False
1030020,1030010,False
1030020,1030012,False
1030020,1030014,False
1030020,1030016,False
1030020,1030018,False
1030020,1030022,False
1030020,1030024,False
1030020,1030026,False
1030020,1030028,False
1030020,1030030,False
1030020,1030032,False
1030020,1030034,False
1030020,1030036,False
1030020,1030040,False
1030020,1030042,False
1030020,1030044,False
1030020,1030046,False
1030020,1030048,False
1030020,1030050,False
1030020,1030052,False
1030020,1030054,False
1030020,1030056,False
1030020,1030058,False
1030020,1030060,False
1030020,1030062,False
1030020,1030064,False
1030020,1030066,False
1030020,1030068,False
1030020,1030070,False
1030020,1030072,False
1030020,1030074,False
1030020,1030076,False
1030020,1030078,False
1030020,1030080,False
1030020,1031002,False
1030020,1031004,False
1030020,1031006,False
1030020,1031008,False
1030020,1031010,False
1030020,1031012,False
1030020,1031014,False
1030020,1031016,False
1030020,1031018,False
1030020,1031020,False
1030020,1031022,False
1030020,1031024,False
1030020,1031026,False
1030020,1031028,False
1030020,1031030,False
1030020,1031032,False
1030022,-1,False
1030022,1030000,False
1030022,1030002,False
1030022,1030004,False
1030022,1030006,False
1030022,1030008,False
1030022,1030010,False
1030022,1030012,False
1030022,1030014,False
1030022,1030016,False
1030022,1030018,False
1030022,1030020,False
1030022,1030024,False
1030022,1030026,False
1030022,1030028,False
1030022,1030030,False
1030022,1030032,False
1030022,1030034,False
1030022,1030036,False
1030022,1030040,False
1030022,1030042,False
1030022,1030044,False
1030022,1030046,False
1030022,1030048,False
1030022,1030050,False
1030022,1030052,False
1030022,1030054,False
1030022,1030056,False
1030022,1030058,False
1030022,1030060,False
1030022,1030062,False
1030022,1030064,False
1030022,1030066,False
1030022,1030068,False
1030022,1030070,False
1030022,1030072,False
1030022,1030074,False
1030022,1030076,False
1030022,1030078,False
1030022,1030080,False
1030022,1031002,False
1030022,1031004,False
1030022,1031006,False
1030022,1031008,False
1030022,1031010,False
1030022,1031012,False
1030022,1031014,False
1030022,1031016,False
1030022,1031018,False
1030022,1031020,False
1030022,1031022,False
1030022,1031024,False
1030022,1031026,False
1030022,1031028,False
1030022,1031030,False
1030022,1031032,False
1030024,-1,False
1030024,1030000,False
1030024,1030002,False
1030024,1030004,False
1030024,1030006,False
1030024,1030008,False
1030024,1030010,False
1030024,1030012,False
1030024,1030014,False
1030024,1030016,False
1030024,1030018,False
1030024,1030020,False
1030024,1030022,False
1030024,1030026,False
1030024,1030028,False
1030024,1030030,False
1030024,1030032,False
1030024,1030034,False
1030024,1030036,False
1030024,1030040,False
1030024,1030042,False
1030024,1030044,False
1030024,1030046,False
1030024,1030048,False
1030024,1030050,False
1030024,1030052,False
1030024,1030054,False
1030024,1030056,False
1030024,1030058,False
1030024,1030060,False
1030024,1030062,False
1030024,1030064,False
1030024,1030066,False
1030024,1030068,False
1030024,1030070,False
1030024,1030072,False
1030024,1030074,False
1030024,1030076,False
1030024,1030078,False
1030024,1030080,False
1030024,1031002,False
1030024,1031004,False
1030024,1031006,False
1030024,1031008,False
1030024,1031010,False
1030024,1031012,False
1030024,1031014,False
1030024,1031016,False
1030024,1031018,False
1030024,1031020,False
1030024,1031022,False
1030024,1031024,False
1030024,1031026,False
1030024,1031028,False
1030024,1031030,False
1030024,1031032,False
1030026,-1,False
1030026,1030000,False
1030026,1030002,False
1030026,1030004,False
1030026,1030006,False
1030026,1030008,False
1030026,1030010,False
1030026,1030012,False
1030026,1030014,False
1030026,1030016,False
1030026,1030018,False
1030026,1030020,False
1030026,1030022,False
1030026,1030024,False
1030026,1030028,False
1030026,1030030,False
1030026,1030032,False
1030026,1030034,False
1030026,1030036,False
1030026,1030040,False
1030026,1030042,False
1030026,1030044,False
1030026,1030046,False
1030026,1030048,False
1030026,1030050,False
1030026,1030052,False
1030026,1030054,False
1030026,1030056,False
1030026,1030058,False
1030026,1030060,False
1030026,1030062,False
1030026,1030064,False
1030026,1030066,False
1030026,1030068,False
1030026,1030070,False
1030026,1030072,False
1030026,1030074,False
1030026,1030076,False
1030026,1030078,False
1030026,1030080,False
1030026,1031002,False
1030026,1031004,False
1030026,1031006,False
1030026,1031008,False
1030026,1031010,False
1030026,1031012,False
1030026,1031014,False
1030026,1031016,False
1030026,1031018,False
1030026,1031020,False
1030026,1031022,False
1030026,1031024,False
1030026,1031026,False
1030026,1031028,False
1030026,1031030,False
1030026,1031032,False
1030028,-1,False
1030028,1030000,False
1030028,1030002,False
1030028,1030004,False
1030028,1030006,False
1030028,1030008,False
1030028,1030010,False
1030028,1030012,False
1030028,1030014,False
1030028,1030016,False
1030028,1030018,False
1030028,1030020,False
1030028,1030022,False
1030028,1030024,False
1030028,1030026,False
1030028,1030030,False
1030028,1030032,False
1030028,1030034,False
1030028,1030036,False
1030028,1030040,False
1030028,1030042,False
1030028,1030044,False
1030028,1030046,False
1030028,1030048,False
1030028,1030050,False
1030028,1030052,False
1030028,1030054,False
1030028,1030056,False
1030028,1030058,False
1030028,1030060,False
1030028,1030062,False
1030028,1030064,False
1030028,1030066,False
1030028,1030068,False
1030028,1030070,False
1030028,1030072,False
1030028,1030074,False
1030028,1030076,False
1030028,1030078,False
1030028,1030080,False
1030028,1031002,False
1030028,1031004,False
1030028,1031006,False
1030028,1031008,False
1030028,1031010,False
1030028,1031012,False
1030028,1031014,False
1030028,1031016,False
1030028,1031018,False
1030028,1031020,False
1030028,1031022,False
1030028,1031024,False
1030028,1031026,False
1030028,1031028,False
1030028,1031030,False
1030028,1031032,False
1030030,-1,False
1030030,1030000,False
1030030,1030002,False
1030030,1030004,False
1030030,1030006,False
1030030,1030008,False
1030030,1030010,False
1030030,1030012,False
1030030,1030014,False
1030030,1030016,False
1030030,1030018,False
1030030,1030020,False
1030030,1030022,False
1030030,1030024,False
1030030,1030026,False
1030030,1030028,False
1030030,1030032,False
1030030,1030034,False
1030030,1030036,False
1030030,1030040,False
1030030,1030042,False
1030030,1030044,False
1030030,1030046,False
1030030,1030048,False
1030030,1030050,False
1030030,1030052,False
1030030,1030054,False
1030030,1030056,False
1030030,1030058,False
1030030,1030060,False
1030030,1030062,False
1030030,1030064,False
1030030,1030066,False
1030030,1030068,False
1030030,1030070,False
1030030,1030072,False
1030030,1030074,False
1030030,1030076,False
1030030,1030078,False
1030030,1030080,False
1030030,1031002,False
1030030,1031004,False
1030030,1031006,False
1030030,1031008,False
1030030,1031010,False
1030030,1031012,False
1030030,1031014,False
1030030,1031016,False
1030030,1031018,False
1030030,1031020,False
1030030,1031022,False
1030030,1031024,False
1030030,1031026,False
1030030,1031028,False
1030030,1031030,False
1030030,1031032,False
1030032,-1,False
1030032,1030000,False
1030032,1030002,False
1030032,1030004,False
1030032,1030006,False
1030032,1030008,False
1030032,1030010,False
1030032,1030012,False
1030032,1030014,False
1030032,1030016,False
1030032,1030018,False
1030032,1030020,False
1030032,1030022,False
1030032,1030024,False
1030032,1030026,False
1030032,1030028,False
1030032,1030030,False
1030032,1030034,False
1030032,1030036,False
1030032,1030040,False
1030032,1030042,False
1030032,1030044,False
1030032,1030046,False
1030032,1030048,False
1030032,1030050,False
1030032,1030052,False
1030032,1030054,False
1030032,1030056,False
1030032,1030058,False
1030032,1030060,False
1030032,1030062,False
1030032,1030064,False
1030032,1030066,False
1030032,1030068,False
1030032,1030070,False
1030032,1030072,False
1030032,1030074,False
1030032,1030076,False
1030032,1030078,False
1030032,1030080,False
1030032,1031002,False
1030032,1031004,False
1030032,1031006,False
1030032,1031008,False
1030032,1031010,False
1030032,1031012,False
1030032,1031014,False
1030032,1031016,False
1030032,1031018,False
1030032,1031020,False
1030032,1031022,False
1030032,1031024,False
1030032,1031026,False
1030032,1031028,False
1030032,1031030,False
1030032,1031032,False
1030034,-1,False
1030034,1030000,False
1030034,1030002,False
1030034,1030004,False
1030034,1030006,False
1030034,1030008,False
1030034,1030010,False
1030034,1030012,False
1030034,1030014,False
1030034,1030016,False
1030034,1030018,False
1030034,1030020,False
1030034,1030022,False
1030034,1030024,False
1030034,1030026,False
1030034,1030028,False
1030034,1030030,False
1030034,1030032,False
1030034,1030036,False
1030034,1030040,False
1030034,1030042,False
1030034,1030044,False
1030034,1030046,False
1030034,1030048,False
1030034,1030050,False
1030034,1030052,False
1030034,1030054,False
1030034,1030056,False
1030034,1030058,False
1030034,1030060,False
1030034,1030062,False
1030034,1030064,False
1030034,1030066,False
1030034,1030068,False
1030034,1030070,False
1030034,1030072,False
1030034,1030074,False
1030034,1030076,False
1030034,1030078,False
1030034,1030080,False
1030034,1031002,False
1030034,1031004,False
1030034,1031006,False
1030034,1031008,False
1030034,1031010,False
1030034,1031012,False
1030034,1031014,False
1030034,1031016,False
1030034,1031018,False
1030034,1031020,False
1030034,1031022,False
1030034,1031024,False
1030034,1031026,False
1030034,1031028,False
1030034,1031030,False
1030034,1031032,False
1030036,-1,False
1030036,1030000,False
1030036,1030002,False
1030036,1030004,False
1030036,1030006,False
1030036,1030008,False
1030036,1030010,False
1030036,1030012,False
1030036,1030014,False
1030036,1030016,False
1030036,1030018,False
1030036,1030020,False
1030036,1030022,False
1030036,1030024,False
1030036,1030026,False
1030036,1030028,False
1030036,1030030,False
1030036,1030032,False
1030036,1030034,False
1030036,1030040,False
1030036,1030042,False
1030036,1030044,False
1030036,1030046,False
1030036,1030048,False
1030036,1030050,False
1030036,1030052,False
1030036,1030054,False
1030036,1030056,False
1030036,1030058,False
1030036,1030060,False
1030036,1030062,False
1030036,1030064,False
1030036,1030066,False
1030036,1030068,False
1030036,1030070,False
1030036,1030072,False
1030036,1030074,False
1030036,1030076,False
1030036,1030078,False
1030036,1030080,False
1030036,1031002,False
1030036,1031004,False
1030036,1031006,False
1030036,1031008,False
1030036,1031010,False
1030036,1031012,False
1030036,1031014,False
1030036,1031016,False
1030036,1031018,False
1030036,1031020,False
1030036,1031022,False
1030036,1031024,False
1030036,1031026,False
1030036,1031028,False
1030036,1031030,False
1030036,1031032,False
1030040,-1,False
1030040,1030000,False
1030040,1030002,False
1030040,1030004,False
1030040,1030006,False
1030040,1030008,False
1030040,1030010,False
1030040,1030012,False
1030040,1030014,False
1030040,1030016,False
1030040,1030018,False
1030040,1030020,False
1030040,1030022,False
1030040,1030024,False
1030040,1030026,False
1030040,1030028,False
1030040,1030030,False
1030040,1030032,False
1030040,1030034,False
1030040,1030036,False
1030040,1030042,False
1030040,1030044,False
1030040,1030046,False
1030040,1030048,False
1030040,1030050,False
1030040,1030052,False
1030040,1030054,False
1030040,1030056,False
1030040,1030058,False
1030040,1030060,False
1030040,1030062,False
1030040,1030064,False
1030040,1030066,False
1030040,1030068,False
1030040,1030070,False
1030040,1030072,False
1030040,1030074,False
1030040,1030076,False
1030040,1030078,False
1030040,1030080,False
1030040,1031002,False
1030040,1031004,False
1030040,1031006,False
1030040,1031008,False
1030040,1031010,False
1030040,1031012,False
1030040,1031014,False
1030040,1031016,False
1030040,1031018,False
1030040,1031020,False
1030040,1031022,False
1030040,1031024,False
1030040,1031026,False
1030040,1031028,False
1030040,1031030,False
1030040,1031032,False
1030042,-1,False
1030042,1030000,False
1030042,1030002,False
1030042,1030004,False
1030042,1030006,False
1030042,1030008,False
1030042,1030010,False
1030042,1030012,False
1030042,1030014,False
1030042,1030016,False
1030042,1030018,False
1030042,1030020,False
1030042,1030022,False
1030042,1030024,False
1030042,1030026,False
1030042,1030028,False
1030042,1030030,False
1030042,1030032,False
1030042,1030034,False
1030042,1030036,False
1030042,1030040,False
1030042,1030044,False
1030042,1030046,False
1030042,1030048,False
1030042,1030050,False
1030042,1030052,False
1030042,1030054,False
1030042,1030056,False
1030042,1030058,False
1030042,1030060,False
1030042,1030062,False
1030042,1030064,False
1030042,1030066,False
1030042,1030068,False
1030042,1030070,False
1030042,1030072,False
1030042,1030074,False
1030042,1030076,False
1030042,1030078,False
1030042,1030080,False
1030042,1031002,False
1030042,1031004,False
1030042,1031006,False
1030042,1031008,False
1030042,1031010,False
1030042,1031012,False
1030042,1031014,False
1030042,1031016,False
1030042,1031018,False
1030042,1031020,False
1030042,1031022,False
1030042,1031024,False
1030042,1031026,False
1030042,1031028,False
1030042,1031030,False
1030042,1031032,False
1030044,-1,False
1030044,1030000,False
1030044,1030002,False
1030044,1030004,False
1030044,1030006,False
1030044,1030008,False
1030044,1030010,False
1030044,1030012,False
1030044,1030014,False
1030044,1030016,False
1030044,1030018,False
1030044,1030020,False
1030044,1030022,False
1030044,1030024,False
1030044,1030026,False
1030044,1030028,False
1030044,1030030,False
1030044,1030032,False
1030044,1030034,False
1030044,1030036,False
1030044,1030040,False
1030044,1030042,False
1030044,1030046,False
1030044,1030048,False
1030044,1030050,False
1030044,1030052,False
1030044,1030054,False
1030044,1030056,False
1030044,1030058,False
1030044,1030060,False
1030044,1030062,False
1030044,1030064,False
1030044,1030066,False
1030044,1030068,False
1030044,1030070,False
1030044,1030072,False
1030044,1030074,False
1030044,1030076,False
1030044,1030078,False
1030044,1030080,False
1030044,1031002,False
1030044,1031004,False
1030044,1031006,False
1030044,1031008,False
1030044,1031010,False
1030044,1031012,False
1030044,1031014,False
1030044,1031016,False
1030044,1031018,False
1030044,1031020,False
1030044,1031022,False
1030044,1031024,False
1030044,1031026,False
1030044,1031028,False
1030044,1031030,False
1030044,1031032,False
1030046,-1,False
1030046,1030000,False
1030046,1030002,False
1030046,1030004,False
1030046,1030006,False
1030046,1030008,False
1030046,1030010,False
1030046,1030012,False
1030046,1030014,False
1030046,1030016,False
1030046,1030018,False
1030046,1030020,False
1030046,1030022,False
1030046,1030024,False
1030046,1030026,False
1030046,1030028,False
1030046,1030030,False
1030046,1030032,False
1030046,1030034,False
1030046,1030036,False
1030046,1030040,False
1030046,1030042,False
1030046,1030044,False
1030046,1030048,False
1030046,1030050,False
1030046,1030052,False
1030046,1030054,False
1030046,1030056,False
1030046,1030058,False
1030046,1030060,False
1030046,1030062,False
1030046,1030064,False
1030046,1030066,False
1030046,1030068,False
1030046,1030070,False
1030046,1030072,False
1030046,1030074,False
1030046,1030076,False
1030046,1030078,False
1030046,1030080,False
1030046,1031002,False
1030046,1031004,False
1030046,1031006,False
1030046,1031008,False
1030046,1031010,False
1030046,1031012,False
1030046,1031014,False
1030046,1031016,False
1030046,1031018,False
1030046,1031020,False
1030046,1031022,False
1030046,1031024,False
1030046,1031026,False
1030046,1031028,False
1030046,1031030,False
1030046,1031032,False
1030048,-1,False
1030048,1030000,False
1030048,1030002,False
1030048,1030004,False
1030048,1030006,False
1030048,1030008,False
1030048,1030010,False
1030048,1030012,False
1030048,1030014,False
1030048,1030016,False
1030048,1030018,False
1030048,1030020,False
1030048,1030022,False
1030048,1030024,False
1030048,1030026,False
1030048,1030028,False
1030048,1030030,False
1030048,1030032,False
1030048,1030034,False
1030048,1030036,False
1030048,1030040,False
1030048,1030042,False
1030048,1030044,False
1030048,1030046,False
1030048,1030050,False
1030048,1030052,False
1030048,1030054,False
1030048,1030056,False
1030048,1030058,False
1030048,1030060,False
1030048,1030062,False
1030048,1030064,False
1030048,1030066,False
1030048,1030068,False
1030048,1030070,False
1030048,1030072,False
1030048,1030074,False
1030048,1030076,False
1030048,1030078,False
1030048,1030080,False
1030048,1031002,False
1030048,1031004,False
1030048,1031006,False
1030048,1031008,False
1030048,1031010,False
1030048,1031012,False
1030048,1031014,False
1030048,1031016,False
1030048,1031018,False
1030048,1031020,False
1030048,1031022,False
1030048,1031024,False
1030048,1031026,False
1030048,1031028,False
1030048,1031030,False
1030048,1031032,False
1030050,-1,False
1030050,1030000,False
1030050,1030002,False
1030050,1030004,False
1030050,1030006,False
1030050,1030008,False
1030050,1030010,False
1030050,1030012,False
1030050,1030014,False
1030050,1030016,False
1030050,1030018,False
1030050,1030020,False
1030050,1030022,False
1030050,1030024,False
1030050,1030026,False
1030050,1030028,False
1030050,1030030,False
1030050,1030032,False
1030050,1030034,False
1030050,1030036,False
1030050,1030040,False
1030050,1030042,False
1030050,1030044,False
1030050,1030046,False
1030050,1030048,False
1030050,1030052,False
1030050,1030054,False
1030050,1030056,False
1030050,1030058,False
1030050,1030060,False
1030050,1030062,False
1030050,1030064,False
1030050,1030066,False
1030050,1030068,False
1030050,1030070,False
1030050,1030072,False
1030050,1030074,False
1030050,1030076,False
1030050,1030078,False
1030050,1030080,False
1030050,1031002,False
1030050,1031004,False
1030050,1031006,False
1030050,1031008,False
1030050,1031010,False
1030050,1031012,False
1030050,1031014,False
1030050,1031016,False
1030050,1031018,False
1030050,1031020,False
1030050,1031022,False
1030050,1031024,False
1030050,1031026,False
